dataset_id,movie_name,trial_idx,n_trials_total,start_sample,end_sample,duration_samples,duration_s,acq_rate
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,6,30,13621532,13820633,199101,9.95505,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,7,30,13820633,14019760,199127,9.95635,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,8,30,14019760,14218762,199002,9.9501,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,9,30,14218762,14417826,199064,9.9532,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,10,30,14417826,14617159,199333,9.96665,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,11,30,14617159,14816177,199018,9.9509,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,12,30,14816177,15015408,199231,9.96155,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,13,30,15015408,15214745,199337,9.96685,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,14,30,15214745,15414023,199278,9.9639,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,15,30,15414023,15613363,199340,9.967,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,16,30,15613363,15812491,199128,9.9564,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,17,30,15812491,16011463,198972,9.9486,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,18,30,16011463,16210700,199237,9.96185,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,19,30,16210700,16410027,199327,9.96635,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,20,30,16410027,16609174,199147,9.95735,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,21,30,16609174,16807997,198823,9.94115,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,22,30,16807997,17007038,199041,9.95205,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,23,30,17007038,17205969,198931,9.94655,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,24,30,17205969,17404990,199021,9.95105,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,25,30,17404990,17604388,199398,9.9699,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,26,30,17604388,17803624,199236,9.9618,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,27,30,17803624,18002908,199284,9.9642,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,28,30,18002908,18201835,198927,9.94635,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_30x,29,30,18201835,18401014,199179,9.95895,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_3x,0,3,574807,774247,199440,9.972,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_3x,1,3,774247,973507,199260,9.963,20000.0
2024.03.14-14.06.50-Rec,step_up_5s_5i_b0_3x,2,3,973507,1172275,198768,9.9384,20000.0
2024.03.20-10.08.11-Rec,baseline_127,0,1,288436,347808,59372,2.9686,20000.0
2024.03.20-10.08.11-Rec,freq_step_5st_3x,0,3,2243187,2738601,495414,24.7707,20000.0
2024.03.20-10.08.11-Rec,freq_step_5st_3x,1,3,2738601,3234407,495806,24.7903,20000.0
2024.03.20-10.08.11-Rec,freq_step_5st_3x,2,3,3234407,3729945,495538,24.7769,20000.0
2024.03.20-10.08.11-Rec,green_blue_3s_3i_3x,0,3,1360387,1598419,238032,11.9016,20000.0
2024.03.20-10.08.11-Rec,green_blue_3s_3i_3x,1,3,1598419,1836385,237966,11.8983,20000.0
2024.03.20-10.08.11-Rec,green_blue_3s_3i_3x,2,3,1836385,2074330,237945,11.89725,20000.0
2024.03.20-10.08.11-Rec,iprgc_test,0,2,18762541,21162541,2400000,120.0,20000.0
2024.03.20-10.08.11-Rec,iprgc_test,1,2,21163539,23563539,2400000,120.0,20000.0
2024.03.20-10.08.11-Rec,moving_h_bar_s5_d8_3x,0,3,3971525,5465623,1494098,74.7049,20000.0
2024.03.20-10.08.11-Rec,moving_h_bar_s5_d8_3x,1,3,5465623,6959756,1494133,74.70665,20000.0
2024.03.20-10.08.11-Rec,moving_h_bar_s5_d8_3x,2,3,6959756,8452911,1493155,74.65775,20000.0
2024.03.20-10.08.11-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,1,8575214,12144974,3569760,178.488,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,0,30,12363758,12562177,198419,9.92095,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,1,30,12562177,12760437,198260,9.913,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,2,30,12760437,12958669,198232,9.9116,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,3,30,12958669,13157240,198571,9.92855,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,4,30,13157240,13355692,198452,9.9226,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,5,30,13355692,13554097,198405,9.92025,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,6,30,13554097,13752042,197945,9.89725,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,7,30,13752042,13950429,198387,9.91935,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,8,30,13950429,14148660,198231,9.91155,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,9,30,14148660,14347121,198461,9.92305,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,10,30,14347121,14545243,198122,9.9061,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,11,30,14545243,14743615,198372,9.9186,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,12,30,14743615,14941948,198333,9.91665,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,13,30,14941948,15140184,198236,9.9118,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,14,30,15140184,15338401,198217,9.91085,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,15,30,15338401,15536828,198427,9.92135,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,16,30,15536828,15735099,198271,9.91355,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,17,30,15735099,15933468,198369,9.91845,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,18,30,15933468,16132123,198655,9.93275,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,19,30,16132123,16330354,198231,9.91155,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,20,30,16330354,16528332,197978,9.8989,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,21,30,16528332,16726547,198215,9.91075,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,22,30,16726547,16924783,198236,9.9118,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,23,30,16924783,17123280,198497,9.92485,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,24,30,17123280,17321649,198369,9.91845,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,25,30,17321649,17520022,198373,9.91865,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,26,30,17520022,17718206,198184,9.9092,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,27,30,17718206,17917031,198825,9.94125,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,28,30,17917031,18115458,198427,9.92135,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_30x,29,30,18115458,18313535,198077,9.90385,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_3x,0,3,566894,764975,198081,9.90405,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_3x,1,3,764975,963415,198440,9.922,20000.0
2024.03.20-10.08.11-Rec,step_up_5s_5i_b0_3x,2,3,963415,1161664,198249,9.91245,20000.0
