dataset_id,movie_name,trial_idx,n_frames,trial_duration_s,frame_rate_hz,trial_start,trial_end
2024.02.28-10.42.23-Rec,moving_h_bar_s5_d8_3x,2,4520,76.562,59.03712024241791,7103264,8634504
2024.02.28-10.42.23-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,10800,182.94115,59.03537831701616,8760356,12419179
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,0,600,10.1599,59.05569936711975,12642765,12845963
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,1,600,10.1635,59.03478132533083,12845963,13049233
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,2,600,10.17345,58.97704318593987,13049233,13252702
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,3,600,10.1669,59.01503899910494,13252702,13456040
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,4,600,10.1779,58.95125713555842,13456040,13659598
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,5,600,10.17845,58.94807166120579,13659598,13863167
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,6,600,10.166,59.02026362384419,13863167,14066487
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,7,600,10.16205,59.04320486516008,14066487,14269728
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,8,600,10.1631,59.03710482037961,14269728,14472990
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,9,600,10.16825,59.007203796130106,14472990,14676355
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,10,600,10.1776,58.95299481213646,14676355,14879907
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,11,600,10.1665,59.01736094034329,14879907,15083237
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,12,600,10.1702,58.995889952999946,15083237,15286641
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,13,600,10.1823,58.9257829763413,15286641,15490287
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,14,600,10.1714,58.988929744184674,15490287,15693715
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,15,600,10.172,58.98545025560362,15693715,15897155
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,16,600,10.1674,59.01213682947459,15897155,16100503
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,17,600,10.1664,59.01794145420208,16100503,16303831
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,18,600,10.1634,59.035362181946994,16303831,16507099
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,19,600,10.1646,59.02839265686795,16507099,16710391
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,20,600,10.1662,59.01910251618107,16710391,16913715
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,21,600,10.1667,59.016199946885415,16913715,17117049
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,22,600,10.1615,59.04640062982827,17117049,17320279
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,23,600,10.1652,59.02490851139181,17320279,17523583
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,24,600,10.1737,58.97559393337723,17523583,17727057
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,25,600,10.1804,58.9367804801383,17727057,17930665
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,26,600,10.17455,58.970667007386076,17930665,18134156
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,27,600,10.1602,59.05395563079467,18134156,18337360
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,28,600,10.1614,59.046981715117994,18337360,18540588
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_30x,29,600,10.16015,59.05424624636447,18540588,18743791
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_3x,0,600,10.1626,59.04000944640151,553203,756455
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_3x,1,600,10.1598,59.056280635445574,756455,959651
2024.02.28-10.42.23-Rec,step_up_5s_5i_b0_3x,2,600,10.15765,59.06878067269496,959651,1162804
2024.02.28-11.19.39-Rec,baseline_127,0,180,3.04785,59.05802450908017,282301,343258
2024.02.28-11.19.39-Rec,freq_step_5st_3x,0,1500,25.37585,59.11132040897152,2284161,2791678
2024.02.28-11.19.39-Rec,freq_step_5st_3x,1,1500,25.3949,59.066978015270784,2791678,3299576
2024.02.28-11.19.39-Rec,freq_step_5st_3x,2,1500,25.38565,59.08850078686187,3299576,3807289
2024.02.28-11.19.39-Rec,green_blue_3s_3i_3x,0,720,12.18665,59.08104360098961,1379956,1623689
2024.02.28-11.19.39-Rec,green_blue_3s_3i_3x,1,720,12.18695,59.079589232744866,1623689,1867428
2024.02.28-11.19.39-Rec,green_blue_3s_3i_3x,2,720,12.19495,59.04083247573791,1867428,2111327
2024.02.28-11.19.39-Rec,iprgc_test,0,0,120.0,0.0,19095952,21495952
2024.02.28-11.19.39-Rec,iprgc_test,1,0,120.0,0.0,21524341,23924341
2024.02.28-11.19.39-Rec,moving_h_bar_s5_d8_3x,0,4520,76.5337,59.05895050154377,4052253,5582927
2024.02.28-11.19.39-Rec,moving_h_bar_s5_d8_3x,1,4520,76.52485,59.065780592840106,5582927,7113424
2024.02.28-11.19.39-Rec,moving_h_bar_s5_d8_3x,2,4520,76.51155,59.07604799536802,7113424,8643655
2024.02.28-11.19.39-Rec,perfect_dense_noise_15x15_15hz_r42_3min,0,10800,183.02345,59.00883192836765,8769113,12429582
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,0,600,10.1742,58.97269564191779,12653543,12857027
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,1,600,10.16945,59.000240917650416,12857027,13060416
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,2,600,10.17415,58.97298545824467,13060416,13263899
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,3,600,10.1659,59.02084419480813,13263899,13467217
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,4,600,10.1654,59.023747220965234,13467217,13670525
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,5,600,10.1721,58.98487038074734,13670525,13873967
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,6,600,10.1627,59.03942849833214,13873967,14077221
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,7,600,10.1657,59.02200537100249,14077221,14280535
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,8,600,10.1618,59.04465744257907,14280535,14483771
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,9,600,10.16565,59.022295672190175,14483771,14687084
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,10,600,10.17775,58.95212596104247,14687084,14890639
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,11,600,10.1686,59.00517278681431,14890639,15094011
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,12,600,10.1674,59.01213682947459,15094011,15297359
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,13,600,10.1762,58.96110532418781,15297359,15500883
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,14,600,10.16565,59.022295672190175,15500883,15704196
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,15,600,10.1677,59.01039566470293,15704196,15907550
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,16,600,10.18545,58.907559312548784,15907550,16111259
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,17,600,10.18065,58.93533320564011,16111259,16314872
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,18,600,10.18555,58.90698096813624,16314872,16518583
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,19,600,10.17775,58.95212596104247,16518583,16722138
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,20,600,10.1835,58.91883929886581,16722138,16925808
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,21,600,10.16495,59.026360188687605,16925808,17129107
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,22,600,10.1728,58.98081157596728,17129107,17332563
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,23,600,10.17745,58.95386368884151,17332563,17536112
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,24,600,10.17865,58.9469133922475,17536112,17739685
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,25,600,10.17395,58.9741447520383,17739685,17943164
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,26,600,10.18335,58.919707169055364,17943164,18146831
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,27,600,10.1786,58.94720295521978,18146831,18350403
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,28,600,10.18,58.93909626719057,18350403,18554003
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_30x,29,600,10.1744,58.97153640509514,18554003,18757491
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_3x,0,600,10.1637,59.033619646388615,567155,770429
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_3x,1,600,10.15485,59.085067726258885,770429,973526
2024.02.28-11.19.39-Rec,step_up_5s_5i_b0_3x,2,600,10.1518,59.102819204476056,973526,1176562
