dataset_id,direction,rep_idx,start_frame_rel,end_frame_rel,start_frame_abs,end_frame_abs,n_frames,duration_samples_approx,duration_s_approx,movie_start_frame
2024.03.01-13.13.16-Rec,90,2,10275,10315,21019,21059,40,13714,0.6857,10744
2024.03.01-13.48.58-Rec,0,0,588,628,11332,11372,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,0,1,5108,5148,15852,15892,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,0,2,9628,9668,20372,20412,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,135,0,2254,2294,12998,13038,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,135,1,6774,6814,17518,17558,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,135,2,11294,11334,22038,22078,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,180,0,2363,2403,13107,13147,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,180,1,6883,6923,17627,17667,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,180,2,11403,11443,22147,22187,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,225,0,2908,2948,13652,13692,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,225,1,7428,7468,18172,18212,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,225,2,11948,11988,22692,22732,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,270,0,3452,3492,14196,14236,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,270,1,7972,8012,18716,18756,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,270,2,12492,12532,23236,23276,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,315,0,3997,4037,14741,14781,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,315,1,8517,8557,19261,19301,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,315,2,13037,13077,23781,23821,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,45,0,1033,1073,11777,11817,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,45,1,5553,5593,16297,16337,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,45,2,10073,10113,20817,20857,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,90,0,1589,1629,12333,12373,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,90,1,6109,6149,16853,16893,40,13712,0.6856,10744
2024.03.01-13.48.58-Rec,90,2,10629,10669,21373,21413,40,13712,0.6856,10744
2024.03.01-14.40.14-Rec,0,0,250,290,10994,11034,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,0,1,4770,4810,15514,15554,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,0,2,9290,9330,20034,20074,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,135,0,1836,1876,12580,12620,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,135,1,6356,6396,17100,17140,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,135,2,10876,10916,21620,21660,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,180,0,2591,2631,13335,13375,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,180,1,7111,7151,17855,17895,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,180,2,11631,11671,22375,22415,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,225,0,3227,3267,13971,14011,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,225,1,7747,7787,18491,18531,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,225,2,12267,12307,23011,23051,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,270,0,3538,3578,14282,14322,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,270,1,8058,8098,18802,18842,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,270,2,12578,12618,23322,23362,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,315,0,4305,4344,15049,15088,39,13323,0.66615,10744
2024.03.01-14.40.14-Rec,315,1,8825,8864,19569,19608,39,13323,0.66615,10744
2024.03.01-14.40.14-Rec,315,2,13345,13384,24089,24128,39,13323,0.66615,10744
2024.03.01-14.40.14-Rec,45,0,824,864,11568,11608,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,45,1,5344,5384,16088,16128,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,45,2,9864,9904,20608,20648,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,90,0,1503,1543,12247,12287,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,90,1,6023,6063,16767,16807,40,13664,0.6832,10744
2024.03.01-14.40.14-Rec,90,2,10543,10583,21287,21327,40,13664,0.6832,10744
2024.03.05-10.07.59-Rec,0,0,148,188,10892,10932,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,0,1,4668,4708,15412,15452,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,0,2,9188,9228,19932,19972,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,135,0,2141,2181,12885,12925,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,135,1,6661,6701,17405,17445,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,135,2,11181,11221,21925,21965,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,180,0,2803,2843,13547,13587,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,180,1,7323,7363,18067,18107,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,180,2,11843,11883,22587,22627,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,225,0,2911,2951,13655,13695,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,225,1,7431,7471,18175,18215,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,225,2,11951,11991,22695,22735,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,270,0,3456,3496,14200,14240,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,270,1,7976,8016,18720,18760,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,270,2,12496,12536,23240,23280,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,315,0,4000,4040,14744,14784,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,315,1,8520,8560,19264,19304,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,315,2,13040,13080,23784,23824,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,45,0,1030,1070,11774,11814,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,45,1,5550,5590,16294,16334,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,45,2,10070,10110,20814,20854,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,90,0,1585,1625,12329,12369,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,90,1,6105,6145,16849,16889,40,13661,0.68305,10744
2024.03.05-10.07.59-Rec,90,2,10625,10665,21369,21409,40,13661,0.68305,10744
2024.03.05-10.41.23-Rec,0,0,392,432,11136,11176,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,0,1,4912,4952,15656,15696,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,0,2,9432,9472,20176,20216,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,135,0,2028,2068,12772,12812,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,135,1,6548,6588,17292,17332,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,135,2,11068,11108,21812,21852,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,180,0,2449,2489,13193,13233,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,180,1,6969,7009,17713,17753,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,180,2,11489,11529,22233,22273,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,225,0,2880,2920,13624,13664,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,225,1,7400,7440,18144,18184,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,225,2,11920,11960,22664,22704,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,270,0,3656,3696,14400,14440,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,270,1,8176,8216,18920,18960,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,270,2,12696,12736,23440,23480,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,315,0,4113,4153,14857,14897,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,315,1,8633,8673,19377,19417,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,315,2,13153,13193,23897,23937,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,45,0,1171,1211,11915,11955,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,45,1,5691,5731,16435,16475,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,45,2,10211,10251,20955,20995,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,90,0,1385,1425,12129,12169,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,90,1,5905,5945,16649,16689,40,13699,0.68495,10744
2024.03.05-10.41.23-Rec,90,2,10425,10465,21169,21209,40,13699,0.68495,10744
2024.03.05-11.16.27-Rec,0,0,392,432,11136,11176,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,0,1,4912,4952,15656,15696,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,0,2,9432,9472,20176,20216,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,135,0,2220,2260,12964,13004,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,135,1,6740,6780,17484,17524,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,135,2,11260,11300,22004,22044,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,180,0,2559,2599,13303,13343,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,180,1,7079,7119,17823,17863,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,180,2,11599,11639,22343,22383,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,225,0,3018,3058,13762,13802,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,225,1,7538,7578,18282,18322,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,225,2,12058,12098,22802,22842,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,270,0,3696,3736,14440,14480,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,270,1,8216,8256,18960,19000,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,270,2,12736,12776,23480,23520,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,315,0,4031,4071,14775,14815,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,315,1,8551,8591,19295,19335,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,315,2,13071,13111,23815,23855,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,45,0,923,963,11667,11707,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,45,1,5443,5483,16187,16227,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,45,2,9963,10003,20707,20747,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,90,0,1345,1385,12089,12129,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,90,1,5865,5905,16609,16649,40,13707,0.68535,10744
2024.03.05-11.16.27-Rec,90,2,10385,10425,21129,21169,40,13707,0.68535,10744
2024.03.05-11.51.39-Rec,0,0,368,408,11112,11152,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,0,1,4888,4928,15632,15672,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,0,2,9408,9448,20152,20192,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,135,0,1825,1865,12569,12609,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,135,1,6345,6385,17089,17129,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,135,2,10865,10905,21609,21649,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,180,0,2473,2513,13217,13257,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,180,1,6993,7033,17737,17777,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,180,2,11513,11553,22257,22297,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,225,0,3007,3047,13751,13791,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,225,1,7527,7567,18271,18311,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,225,2,12047,12087,22791,22831,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,270,0,3436,3476,14180,14220,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,270,1,7956,7996,18700,18740,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,270,2,12476,12516,23220,23260,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,315,0,4316,4356,15060,15100,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,315,1,8836,8876,19580,19620,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,315,2,13356,13396,24100,24140,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,45,0,934,974,11678,11718,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,45,1,5454,5494,16198,16238,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,45,2,9974,10014,20718,20758,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,90,0,1605,1645,12349,12389,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,90,1,6125,6165,16869,16909,40,13703,0.68515,10744
2024.03.05-11.51.39-Rec,90,2,10645,10685,21389,21429,40,13703,0.68515,10744
2024.03.05-12.27.13-Rec,0,0,372,412,11116,11156,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,0,1,4892,4932,15636,15676,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,0,2,9412,9452,20156,20196,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,135,0,1935,1975,12679,12719,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,135,1,6455,6495,17199,17239,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,135,2,10975,11015,21719,21759,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,180,0,2579,2619,13323,13363,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,180,1,7099,7139,17843,17883,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,180,2,11619,11659,22363,22403,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,225,0,3001,3041,13745,13785,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,225,1,7521,7561,18265,18305,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,225,2,12041,12081,22785,22825,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,270,0,3432,3472,14176,14216,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,270,1,7952,7992,18696,18736,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,270,2,12472,12512,23216,23256,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,315,0,4316,4356,15060,15100,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,315,1,8836,8876,19580,19620,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,315,2,13356,13396,24100,24140,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,45,0,940,980,11684,11724,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,45,1,5460,5500,16204,16244,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,45,2,9980,10020,20724,20764,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,90,0,1719,1759,12463,12503,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,90,1,6239,6279,16983,17023,40,13702,0.6851,10744
2024.03.05-12.27.13-Rec,90,2,10759,10799,21503,21543,40,13702,0.6851,10744
2024.03.05-13.03.51-Rec,0,0,364,404,11108,11148,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,0,1,4884,4924,15628,15668,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,0,2,9404,9444,20148,20188,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,135,0,2020,2060,12764,12804,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,135,1,6540,6580,17284,17324,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,135,2,11060,11100,21804,21844,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,180,0,2587,2627,13331,13371,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,180,1,7107,7147,17851,17891,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,180,2,11627,11667,22371,22411,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,225,0,3258,3298,14002,14042,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,225,1,7778,7818,18522,18562,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,225,2,12298,12338,23042,23082,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,270,0,3586,3626,14330,14370,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,270,1,8106,8146,18850,18890,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,270,2,12626,12666,23370,23410,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,315,0,4231,4271,14975,15015,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,315,1,8751,8791,19495,19535,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,315,2,13271,13311,24015,24055,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,45,0,683,723,11427,11467,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,45,1,5203,5243,15947,15987,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,45,2,9723,9763,20467,20507,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,90,0,1565,1605,12309,12349,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,90,1,6085,6125,16829,16869,40,13717,0.68585,10744
2024.03.05-13.03.51-Rec,90,2,10605,10645,21349,21389,40,13717,0.68585,10744
2024.03.05-13.37.13-Rec,0,0,140,180,10884,10924,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,0,1,4660,4700,15404,15444,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,0,2,9180,9220,19924,19964,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,135,0,2147,2187,12891,12931,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,135,1,6667,6707,17411,17451,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,135,2,11187,11227,21931,21971,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,180,0,2811,2851,13555,13595,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,180,1,7331,7371,18075,18115,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,180,2,11851,11891,22595,22635,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,225,0,3027,3067,13771,13811,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,225,1,7547,7587,18291,18331,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,225,2,12067,12107,22811,22851,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,270,0,3566,3606,14310,14350,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,270,1,8086,8126,18830,18870,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,270,2,12606,12646,23350,23390,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,315,0,4104,4144,14848,14888,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,315,1,8624,8664,19368,19408,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,315,2,13144,13184,23888,23928,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,45,0,1024,1064,11768,11808,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,45,1,5544,5584,16288,16328,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,45,2,10064,10104,20808,20848,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,90,0,1475,1515,12219,12259,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,90,1,5995,6035,16739,16779,40,13718,0.6859,10744
2024.03.05-13.37.13-Rec,90,2,10515,10555,21259,21299,40,13718,0.6859,10744
2024.03.05-14.13.33-Rec,0,0,584,624,11328,11368,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,0,1,5104,5144,15848,15888,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,0,2,9624,9664,20368,20408,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,135,0,2147,2187,12891,12931,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,135,1,6667,6707,17411,17451,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,135,2,11187,11227,21931,21971,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,180,0,2367,2407,13111,13151,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,180,1,6887,6927,17631,17671,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,180,2,11407,11447,22151,22191,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,225,0,3021,3061,13765,13805,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,225,1,7541,7581,18285,18325,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,225,2,12061,12101,22805,22845,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,270,0,3562,3602,14306,14346,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,270,1,8082,8122,18826,18866,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,270,2,12602,12642,23346,23386,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,315,0,3994,4034,14738,14778,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,315,1,8514,8554,19258,19298,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,315,2,13034,13074,23778,23818,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,45,0,1030,1070,11774,11814,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,45,1,5550,5590,16294,16334,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,45,2,10070,10110,20814,20854,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,90,0,1589,1629,12333,12373,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,90,1,6109,6149,16853,16893,40,13712,0.6856,10744
2024.03.05-14.13.33-Rec,90,2,10629,10669,21373,21413,40,13712,0.6856,10744
2024.03.05-14.49.23-Rec,0,0,388,428,11132,11172,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,0,1,4908,4948,15652,15692,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,0,2,9428,9468,20172,20212,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,135,0,2113,2153,12857,12897,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,135,1,6633,6673,17377,17417,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,135,2,11153,11193,21897,21937,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,180,0,2563,2603,13307,13347,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,180,1,7083,7123,17827,17867,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,180,2,11603,11643,22347,22387,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,225,0,3131,3171,13875,13915,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,225,1,7651,7691,18395,18435,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,225,2,12171,12211,22915,22955,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,270,0,3806,3846,14550,14590,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,270,1,8326,8366,19070,19110,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,270,2,12846,12886,23590,23630,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,315,0,4028,4068,14772,14812,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,315,1,8548,8588,19292,19332,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,315,2,13068,13108,23812,23852,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,45,0,920,960,11664,11704,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,45,1,5440,5480,16184,16224,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,45,2,9960,10000,20704,20744,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,90,0,1345,1385,12089,12129,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,90,1,5865,5905,16609,16649,40,13714,0.6857,10744
2024.03.05-14.49.23-Rec,90,2,10385,10425,21129,21169,40,13714,0.6857,10744
2024.03.05-15.26.36-Rec,0,0,466,506,11210,11250,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,0,1,4986,5026,15730,15770,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,0,2,9506,9546,20250,20290,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,135,0,2158,2198,12902,12942,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,135,1,6678,6718,17422,17462,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,135,2,11198,11238,21942,21982,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,180,0,2485,2525,13229,13269,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,180,1,7005,7045,17749,17789,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,180,2,11525,11565,22269,22309,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,225,0,3131,3171,13875,13915,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,225,1,7651,7691,18395,18435,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,225,2,12171,12211,22915,22955,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,270,0,3554,3594,14298,14338,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,270,1,8074,8114,18818,18858,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,270,2,12594,12634,23338,23378,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,315,0,3983,4023,14727,14767,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,315,1,8503,8543,19247,19287,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,315,2,13023,13063,23767,23807,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,45,0,920,960,11664,11704,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,45,1,5440,5480,16184,16224,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,45,2,9960,10000,20704,20744,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,90,0,1487,1527,12231,12271,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,90,1,6007,6047,16751,16791,40,13716,0.6858,10744
2024.03.05-15.26.36-Rec,90,2,10527,10567,21271,21311,40,13716,0.6858,10744
2024.03.07-10.12.28-Rec,0,0,466,506,11210,11250,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,0,1,4986,5026,15730,15770,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,0,2,9506,9546,20250,20290,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,135,0,2155,2195,12899,12939,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,135,1,6675,6715,17419,17459,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,135,2,11195,11235,21939,21979,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,180,0,2375,2415,13119,13159,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,180,1,6895,6935,17639,17679,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,180,2,11415,11455,22159,22199,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,225,0,3024,3064,13768,13808,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,225,1,7544,7584,18288,18328,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,225,2,12064,12104,22808,22848,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,270,0,3558,3598,14302,14342,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,270,1,8078,8118,18822,18862,40,13677,0.68385,10744
