dataset_id,direction,rep_idx,start_frame_rel,end_frame_rel,start_frame_abs,end_frame_abs,n_frames,duration_samples_approx,duration_s_approx,movie_start_frame
2024.03.07-10.12.28-Rec,270,2,12598,12638,23342,23382,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,315,0,3986,4026,14730,14770,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,315,1,8506,8546,19250,19290,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,315,2,13026,13066,23770,23810,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,45,0,917,957,11661,11701,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,45,1,5437,5477,16181,16221,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,45,2,9957,9997,20701,20741,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,90,0,1483,1523,12227,12267,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,90,1,6003,6043,16747,16787,40,13677,0.68385,10744
2024.03.07-10.12.28-Rec,90,2,10523,10563,21267,21307,40,13677,0.68385,10744
2024.03.07-10.46.01-Rec,0,0,376,416,11120,11160,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,0,1,4896,4936,15640,15680,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,0,2,9416,9456,20160,20200,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,135,0,1932,1972,12676,12716,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,135,1,6452,6492,17196,17236,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,135,2,10972,11012,21716,21756,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,180,0,2575,2615,13319,13359,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,180,1,7095,7135,17839,17879,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,180,2,11615,11655,22359,22399,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,225,0,2999,3039,13743,13783,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,225,1,7519,7559,18263,18303,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,225,2,12039,12079,22783,22823,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,270,0,3872,3912,14616,14656,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,270,1,8392,8432,19136,19176,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,270,2,12912,12952,23656,23696,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,315,0,4209,4249,14953,14993,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,315,1,8729,8769,19473,19513,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,315,2,13249,13289,23993,24033,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,45,0,942,982,11686,11726,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,45,1,5462,5502,16206,16246,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,45,2,9982,10022,20726,20766,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,90,0,1279,1319,12023,12063,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,90,1,5799,5839,16543,16583,40,13702,0.6851,10744
2024.03.07-10.46.01-Rec,90,2,10319,10359,21063,21103,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,0,0,372,412,11116,11156,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,0,1,4892,4932,15636,15676,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,0,2,9412,9452,20156,20196,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,135,0,1932,1972,12676,12716,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,135,1,6452,6492,17196,17236,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,135,2,10972,11012,21716,21756,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,180,0,2469,2509,13213,13253,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,180,1,6989,7029,17733,17773,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,180,2,11509,11549,22253,22293,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,225,0,3004,3044,13748,13788,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,225,1,7524,7564,18268,18308,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,225,2,12044,12084,22788,22828,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,270,0,3436,3476,14180,14220,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,270,1,7956,7996,18700,18740,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,270,2,12476,12516,23220,23260,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,315,0,4319,4359,15063,15103,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,315,1,8839,8879,19583,19623,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,315,2,13359,13399,24103,24143,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,45,0,937,977,11681,11721,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,45,1,5457,5497,16201,16241,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,45,2,9977,10017,20721,20761,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,90,0,1715,1755,12459,12499,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,90,1,6235,6275,16979,17019,40,13702,0.6851,10744
2024.03.07-11.26.07-Rec,90,2,10755,10795,21499,21539,40,13702,0.6851,10744
2024.03.07-12.00.14-Rec,0,0,384,424,11128,11168,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,0,1,4904,4944,15648,15688,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,0,2,9424,9464,20168,20208,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,135,0,2113,2153,12857,12897,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,135,1,6633,6673,17377,17417,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,135,2,11153,11193,21897,21937,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,180,0,2567,2607,13311,13351,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,180,1,7087,7127,17831,17871,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,180,2,11607,11647,22351,22391,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,225,0,3137,3177,13881,13921,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,225,1,7657,7697,18401,18441,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,225,2,12177,12217,22921,22961,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,270,0,3810,3850,14554,14594,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,270,1,8330,8370,19074,19114,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,270,2,12850,12890,23594,23634,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,315,0,4138,4178,14882,14922,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,315,1,8658,8698,19402,19442,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,315,2,13178,13218,23922,23962,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,45,0,914,954,11658,11698,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,45,1,5434,5474,16178,16218,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,45,2,9954,9994,20698,20738,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,90,0,1231,1271,11975,12015,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,90,1,5751,5791,16495,16535,40,13699,0.68495,10744
2024.03.07-12.00.14-Rec,90,2,10271,10311,21015,21055,40,13699,0.68495,10744
2024.03.07-12.33.58-Rec,0,0,356,396,11100,11140,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,0,1,4876,4916,15620,15660,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,0,2,9396,9436,20140,20180,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,135,0,1836,1876,12580,12620,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,135,1,6356,6396,17100,17140,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,135,2,10876,10916,21620,21660,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,180,0,2595,2635,13339,13379,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,180,1,7115,7155,17859,17899,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,180,2,11635,11675,22379,22419,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,225,0,3233,3273,13977,14017,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,225,1,7753,7793,18497,18537,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,225,2,12273,12313,23017,23057,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,270,0,3542,3582,14286,14326,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,270,1,8062,8102,18806,18846,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,270,2,12582,12622,23326,23366,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,315,0,4415,4454,15159,15198,39,13360,0.668,10744
2024.03.07-12.33.58-Rec,315,1,8935,8974,19679,19718,39,13360,0.668,10744
2024.03.07-12.33.58-Rec,315,2,13455,13494,24199,24238,39,13360,0.668,10744
2024.03.07-12.33.58-Rec,45,0,818,858,11562,11602,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,45,1,5338,5378,16082,16122,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,45,2,9858,9898,20602,20642,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,90,0,1499,1539,12243,12283,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,90,1,6019,6059,16763,16803,40,13702,0.6851,10744
2024.03.07-12.33.58-Rec,90,2,10539,10579,21283,21323,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,0,0,380,420,11124,11164,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,0,1,4900,4940,15644,15684,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,0,2,9420,9460,20164,20204,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,135,0,2118,2158,12862,12902,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,135,1,6638,6678,17382,17422,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,135,2,11158,11198,21902,21942,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,180,0,2571,2611,13315,13355,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,180,1,7091,7131,17835,17875,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,180,2,11611,11651,22355,22395,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,225,0,3137,3177,13881,13921,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,225,1,7657,7697,18401,18441,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,225,2,12177,12217,22921,22961,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,270,0,3916,3956,14660,14700,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,270,1,8436,8476,19180,19220,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,270,2,12956,12996,23700,23740,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,315,0,4133,4173,14877,14917,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,315,1,8653,8693,19397,19437,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,315,2,13173,13213,23917,23957,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,45,0,804,844,11548,11588,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,45,1,5324,5364,16068,16108,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,45,2,9844,9884,20588,20628,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,90,0,1235,1275,11979,12019,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,90,1,5755,5795,16499,16539,40,13702,0.6851,10744
2024.03.07-13.08.00-Rec,90,2,10275,10315,21019,21059,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,0,0,466,506,11210,11250,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,0,1,4986,5026,15730,15770,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,0,2,9506,9546,20250,20290,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,135,0,2158,2198,12902,12942,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,135,1,6678,6718,17422,17462,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,135,2,11198,11238,21942,21982,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,180,0,2485,2525,13229,13269,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,180,1,7005,7045,17749,17789,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,180,2,11525,11565,22269,22309,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,225,0,3131,3171,13875,13915,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,225,1,7651,7691,18395,18435,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,225,2,12171,12211,22915,22955,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,270,0,3554,3594,14298,14338,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,270,1,8074,8114,18818,18858,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,270,2,12594,12634,23338,23378,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,315,0,3983,4023,14727,14767,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,315,1,8503,8543,19247,19287,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,315,2,13023,13063,23767,23807,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,45,0,920,960,11664,11704,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,45,1,5440,5480,16184,16224,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,45,2,9960,10000,20704,20744,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,90,0,1487,1527,12231,12271,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,90,1,6007,6047,16751,16791,40,13702,0.6851,10744
2024.03.07-13.44.26-Rec,90,2,10527,10567,21271,21311,40,13702,0.6851,10744
2024.03.14-10.47.08-Rec,0,0,152,192,10896,10936,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,0,1,4672,4712,15416,15456,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,0,2,9192,9232,19936,19976,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,135,0,2248,2288,12992,13032,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,135,1,6768,6808,17512,17552,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,135,2,11288,11328,22032,22072,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,180,0,2799,2839,13543,13583,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,180,1,7319,7359,18063,18103,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,180,2,11839,11879,22583,22623,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,225,0,2908,2948,13652,13692,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,225,1,7428,7468,18172,18212,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,225,2,11948,11988,22692,22732,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,270,0,3456,3496,14200,14240,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,270,1,7976,8016,18720,18760,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,270,2,12496,12536,23240,23280,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,315,0,4003,4043,14747,14787,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,315,1,8523,8563,19267,19307,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,315,2,13043,13083,23787,23827,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,45,0,1143,1183,11887,11927,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,45,1,5663,5703,16407,16447,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,45,2,10183,10223,20927,20967,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,90,0,1695,1735,12439,12479,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,90,1,6215,6255,16959,16999,40,13385,0.66925,10744
2024.03.14-10.47.08-Rec,90,2,10735,10775,21479,21519,40,13385,0.66925,10744
2024.03.14-12.24.26-Rec,0,0,364,404,11108,11148,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,0,1,4884,4924,15628,15668,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,0,2,9404,9444,20148,20188,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,135,0,1907,1947,12651,12691,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,135,1,6427,6467,17171,17211,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,135,2,10947,10987,21691,21731,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,180,0,2587,2627,13331,13371,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,180,1,7107,7147,17851,17891,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,180,2,11627,11667,22371,22411,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,225,0,3261,3301,14005,14045,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,225,1,7781,7821,18525,18565,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,225,2,12301,12341,23045,23085,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,270,0,3590,3630,14334,14374,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,270,1,8110,8150,18854,18894,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,270,2,12630,12670,23374,23414,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,315,0,4234,4274,14978,15018,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,315,1,8754,8794,19498,19538,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,315,2,13274,13314,24018,24058,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,45,0,680,720,11424,11464,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,45,1,5200,5240,15944,15984,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,45,2,9720,9760,20464,20504,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,90,0,1561,1601,12305,12345,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,90,1,6081,6121,16825,16865,40,13322,0.6661,10744
2024.03.14-12.24.26-Rec,90,2,10601,10641,21345,21385,40,13322,0.6661,10744
2024.03.14-13.00.17-Rec,0,0,160,200,10904,10944,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,0,1,4680,4720,15424,15464,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,0,2,9200,9240,19944,19984,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,135,0,1803,1843,12547,12587,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,135,1,6323,6363,17067,17107,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,135,2,10843,10883,21587,21627,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,180,0,2791,2831,13535,13575,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,180,1,7311,7351,18055,18095,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,180,2,11831,11871,22575,22615,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,225,0,3343,3383,14087,14127,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,225,1,7863,7903,18607,18647,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,225,2,12383,12423,23127,23167,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,270,0,3896,3936,14640,14680,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,270,1,8416,8456,19160,19200,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,270,2,12936,12976,23680,23720,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,315,0,4448,4488,15192,15232,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,315,1,8968,9008,19712,19752,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,315,2,13488,13528,24232,24272,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,45,0,708,748,11452,11492,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,45,1,5228,5268,15972,16012,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,45,2,9748,9788,20492,20532,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,90,0,1255,1295,11999,12039,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,90,1,5775,5815,16519,16559,40,13351,0.66755,10744
2024.03.14-13.00.17-Rec,90,2,10295,10335,21039,21079,40,13351,0.66755,10744
2024.03.14-14.06.50-Rec,0,0,282,322,11026,11066,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,0,1,4802,4842,15546,15586,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,0,2,9322,9362,20066,20106,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,135,0,2144,2184,12888,12928,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,135,1,6664,6704,17408,17448,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,135,2,11184,11224,21928,21968,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,180,0,2559,2599,13303,13343,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,180,1,7079,7119,17823,17863,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,180,2,11599,11639,22343,22383,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,225,0,2874,2914,13618,13658,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,225,1,7394,7434,18138,18178,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,225,2,11914,11954,22658,22698,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,270,0,3648,3688,14392,14432,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,270,1,8168,8208,18912,18952,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,270,2,12688,12728,23432,23472,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,315,0,4107,4147,14851,14891,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,315,1,8627,8667,19371,19411,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,315,2,13147,13187,23891,23931,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,45,0,1067,1107,11811,11851,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,45,1,5587,5627,16331,16371,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,45,2,10107,10147,20851,20891,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,90,0,1393,1433,12137,12177,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,90,1,5913,5953,16657,16697,40,13424,0.6712,10744
2024.03.14-14.06.50-Rec,90,2,10433,10473,21177,21217,40,13424,0.6712,10744
2024.03.20-10.08.11-Rec,0,0,396,436,11140,11180,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,0,1,4916,4956,15660,15700,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,0,2,9436,9476,20180,20220,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,135,0,2217,2257,12961,13001,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,135,1,6737,6777,17481,17521,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,135,2,11257,11297,22001,22041,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,180,0,2555,2595,13299,13339,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,180,1,7075,7115,17819,17859,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,180,2,11595,11635,22339,22379,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,225,0,3015,3055,13759,13799,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,225,1,7535,7575,18279,18319,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,225,2,12055,12095,22799,22839,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,270,0,3696,3736,14440,14480,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,270,1,8216,8256,18960,19000,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,270,2,12736,12776,23480,23520,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,315,0,4474,4514,15218,15258,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,315,1,8994,9034,19738,19778,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,315,2,13514,13554,24258,24298,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,45,0,926,965,11670,11709,39,13030,0.6515,10744
2024.03.20-10.08.11-Rec,45,1,5446,5485,16190,16229,39,13030,0.6515,10744
2024.03.20-10.08.11-Rec,45,2,9966,10005,20710,20749,39,13030,0.6515,10744
2024.03.20-10.08.11-Rec,90,0,1455,1495,12199,12239,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,90,1,5975,6015,16719,16759,40,13364,0.6682,10744
2024.03.20-10.08.11-Rec,90,2,10495,10535,21239,21279,40,13364,0.6682,10744
